date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:32:29	220996/220996	---M--	200	added ('OK')	image/jpeg	etag:%2235f44-5b70a2e6cee00%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/farm-plus-7_orig.jpg	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/farm-plus-7_orig.jpg	(from http://108-2.dday.dschool.ntu.edu.tw/ntuusr--2282323416plus.html)
20:32:44	163005/163005	---M--	200	added ('OK')	image/jpeg	etag:%2227cbd-5b70a2e5dabc0%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/food-plus-1_orig.jpg	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/food-plus-1_orig.jpg	(from http://108-2.dday.dschool.ntu.edu.tw/ntuusr--2282323416plus.html)
20:32:48	102762/102762	---M--	200	added ('OK')	image/jpeg	etag:%221916a-5b70a2d974e80%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/food-plus-1.jpg	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/food-plus-1.jpg	(from http://108-2.dday.dschool.ntu.edu.tw/ntuusr--2282323416plus.html)
20:33:01	284055/284055	---M--	200	added ('OK')	image/jpeg	etag:%2245597-5b70a2e021e40%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/food-plus-2_orig.jpg	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/food-plus-2_orig.jpg	(from http://108-2.dday.dschool.ntu.edu.tw/ntuusr--2282323416plus.html)
20:33:10	121857/121857	---M--	200	added ('OK')	image/jpeg	etag:%221dc01-5b70a2dc51540%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/food-plus-3.jpg	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/food-plus-3.jpg	(from http://108-2.dday.dschool.ntu.edu.tw/ntuusr--2282323416plus.html)
20:33:17	194934/194934	---M--	200	added ('OK')	image/jpeg	etag:%222f976-5b70a2e5dabc0%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/food-plus-3_orig.jpg	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/food-plus-3_orig.jpg	(from http://108-2.dday.dschool.ntu.edu.tw/ntuusr--2282323416plus.html)
20:33:51	224523/224523	---M--	200	added ('OK')	image/jpeg	etag:%2236d0b-5b70a2db5d300%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/food-plus-4.jpg	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/food-plus-4.jpg	(from http://108-2.dday.dschool.ntu.edu.tw/ntuusr--2282323416plus.html)
20:34:01	51759/51759	---M--	200	added ('OK')	image/jpeg	etag:%22ca2f-5b7fdbf42fac0%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/yu-ju-chien.jpg	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/yu-ju-chien.jpg	(from http://108-2.dday.dschool.ntu.edu.tw/ntuusr--2282323416plus.html)
20:34:07	279792/279792	---M--	200	added ('OK')	image/png	etag:%22444f0-5b7fdbf05f1c0%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/ho-chia-chueh.png	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/ho-chia-chueh.png	(from http://108-2.dday.dschool.ntu.edu.tw/ntuusr--2282323416plus.html)
20:34:09	396109/396109	---M--	200	added ('OK')	image/jpeg	etag:%2260b4d-5b70a2e5dabc0%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/food-plus-4_orig.jpg	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/food-plus-4_orig.jpg	(from http://108-2.dday.dschool.ntu.edu.tw/ntuusr--2282323416plus.html)
20:34:11	55479/55479	---M--	200	added ('OK')	image/jpeg	etag:%22d8b7-5b7fdbf8f4600%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/1368414457.jpg	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/1368414457.jpg	(from http://108-2.dday.dschool.ntu.edu.tw/ntuusr--2282323416plus.html)
20:34:11	2224/2224	---M--	200	added ('OK')	image/png	etag:%228b0-5a7a05e860280%22	http://108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/editor/ntu-leathercraft-logo2_1.png	/Users/juan/websites/108-2.dday.dschool.ntu.edu.tw/108-2.dday.dschool.ntu.edu.tw/uploads/1/3/1/8/131854549/editor/ntu-leathercraft-logo2_1.png	(from http://108-2.dday.dschool.ntu.edu.tw/21488228233038238761251632031631038.html)
